Rule: ('2.0', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.502,lift: 1.105
Rule: ('0.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('1 family dwelling', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', '5.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('0.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)',) ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'issued') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'issued') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('8', '1.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('issued', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('complete', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('wood frame (5)', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', '3.0') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', '1.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '1.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', '8', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('8', '2.0', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'complete', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', '1 family dwelling') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '1 family dwelling', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'otc alterations permit', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('1 family dwelling', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'otc alterations permit') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '1 family dwelling') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '1 family dwelling', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', '8', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '1 family dwelling', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)') ==> ('5.0', 'otc alterations permit')	 , confidence: 1.000,lift: 1.791
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0', '8')	 , confidence: 1.000,lift: 1.791
Rule: ('5.0', '8', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'otc alterations permit') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('8', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('8', 'wood frame (5)', '0.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'wood frame (5)', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'complete', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'complete', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'wood frame (5)', 'otc alterations permit') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'wood frame (5)') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '8', 'issued') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'issued', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'otc alterations permit', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('1 family dwelling', '8', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'otc alterations permit', 'wood frame (5)') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', '8', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '8', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', '3.0') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', 'wood frame (5)', '3.0') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', 'wood frame (5)', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', 'issued') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('issued', 'St', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('8', '3.0', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '3.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('wood frame (5)', 'St') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', 'complete') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '3.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', '3.0') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '3.0', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '1.0') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '1.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '1.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '1.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '1.0', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'complete', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '2.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '0.0') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'otc alterations permit') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '0.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '8', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '2.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', '8', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '2.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '2.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'complete', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '3.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '1 family dwelling', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)', '3.0') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '8', '2.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '3.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'complete') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'complete', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', '3.0') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'complete', '0.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'complete', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'wood frame (5)') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', '1 family dwelling', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '1 family dwelling', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', 'otc alterations permit', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'complete', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1 family dwelling', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('8', '2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', '2.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)', '0.0') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '8', '0.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', '0.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '1 family dwelling', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('2.0', '3.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '8', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('2.0', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', 'otc alterations permit', '2.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', '2.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0', 'wood frame (5)') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', '8', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '8', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', 'otc alterations permit', '2.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', '2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', 'otc alterations permit', 'wood frame (5)') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '1 family dwelling', 'wood frame (5)', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '1 family dwelling', 'wood frame (5)', 'otc alterations permit') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 1.000,lift: 1.791
Rule: ('8', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 1.000,lift: 1.791
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', '8', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'otc alterations permit', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'complete', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'complete', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '8', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('otc alterations permit', 'wood frame (5)', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('1 family dwelling', '2.0', 'wood frame (5)') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.588
Rule: ('', '1 family dwelling', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '1 family dwelling', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '1 family dwelling', 'otc alterations permit') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '1 family dwelling', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', 'otc alterations permit', '1 family dwelling') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '8', '1 family dwelling') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '1 family dwelling', '8', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.588
Rule: ('5.0', '8', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)', 'complete') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
